Keyword,Wikidata_QID,Wikidata_Label,Match_Score,Instances_QIDs,Instances_Labels,Subclasses_QIDs,Subclasses_Labels,Wikipedia_English_Link
Agonistic Behavior,Q30495099,Agonistic behavior in males and females: effects of an estrogen receptor beta agonist in gonadectomized and gonadally intact mice,23.129251700680275,,,,,
Agonistic Behavior,Q39964002,Agonistic behavior of PACAP6-38 on sensory nerve terminals and cytotrophoblast cells,33.333333333333336,,,,,
Agonistic Behavior,Q48258139,Agonistic behavior and neurochemistry in grouped Japanese quail,41.9753086419753,,,,,
Air Ambulances,Q4698279,Air ambulances in the United Kingdom,52.0,,,Q763256,air medical services,https://en.wikipedia.org/wiki/Air_ambulance_services_in_the_United_Kingdom
Air Ambulances,Q1295397,air medical services in the Czech Republic,52.0,Q123582519,air medical services organization,,,
Air Ambulances,Q56818057,air ambulances of Germany,61.53846153846154,,,Q763256,air medical services,
Air Ambulances,Q57586926,Air ambulances of Switzerland,60.46511627906976,,,Q763256,air medical services,
Air Ambulances,Q20825822,Air ambulances of the Netherlands,55.319148936170215,,,Q763256,air medical services,
Air Movements,Q38210275,Air Movements Training and Development Unit,46.42857142857143,Q176799,military unit,,,
Air Movements,Q34063262,Air movements interfere with laser speckle contrast imaging recordings,28.915662650602414,,,,,
Air Movements,Q114139735,"Air Movements and Weather in the Mauna Kea—Mauna Loa Saddle, Hawaii",32.49999999999999,,,,,
Air Movements,Q44562123,Air movements in middle high spaces in various kinds of ventilation,30.000000000000004,,,,,
Air Movements,Q45082563,Air movements and animal performance in temperatures above the optimum,28.915662650602414,,,,,
Air Sacs,Q519093,air sac,75.0,,,Q7886,lung,https://en.wikipedia.org/wiki/Air_sac
Alcohol Abstinence,Q33842910,Alcohol abstinence and drinking among African women: data from the World Health Surveys,26.66666666666667,,,,,
Alcohol Abstinence,Q43038413,Alcohol abstinence does not offset the strong negative effect of lifetime alcohol consumption on the outcome of interferon therapy,22.972972972972972,,,,,
Alcohol Abstinence,Q47789708,Alcohol abstinence in patients surviving an episode of alcoholic hepatitis: Prediction and impact on long-term survival,24.817518248175187,,,,,
Alcohol Abstinence,Q46001909,Alcohol abstinence and orthotopic liver transplantation in alcoholic liver cirrhosis.,33.009708737864074,,,,,
Alcohol Abstinence,Q45058262,Alcohol abstinence ameliorates the dysregulated immune profiles in patients with alcoholic hepatitis: A prospective observational study,22.22222222222222,,,,,
Alcoholic Beverages,Q3775653,history of alcoholic beverages,73.91304347826086,Q17524420,aspect of history,Q3136960,food history,https://en.wikipedia.org/wiki/History_of_alcoholic_drinks
Alcoholic Beverages,Q110594714,alcoholic drinks museum,75.55555555555556,Q63982911,type of museum,Q110594734,drinks museum,
Alcoholic Beverages,Q10405389,Alcoholic Beverages Product Range Board,65.51724137931035,Q68295960,Swedish government agency,,,
Alcoholic Beverages,Q4713330,Alcoholic beverages in Sweden,75.0,,,Q154,alcoholic beverage,https://en.wikipedia.org/wiki/Alcoholic_drinks_in_Sweden
Alcoholic Beverages,Q2994672,Alcoholic beverages in Canada,75.0,,,,,https://en.wikipedia.org/wiki/Alcoholic_drinks_in_Canada
Alcoholic Korsakoff Syndrome,Q97999977,alcoholic Korsakoff syndrome,60.71428571428572,,,Q18555102; Q45462238; Q622901,Korsakoff's syndrome; alcohol amnestic disorder; alcohol-induced mental disorder,
Alpha Particles,Q73722542,Alpha particles initiate biological production of superoxide anions and hydrogen peroxide in human cells,23.529411764705888,,,,,
Alpha Particles,Q40946017,Alpha particles induce the production of interleukin-8 by human cells.,32.94117647058824,,,,,
Alpha Particles,Q37187007,Alpha-particles for targeted therapy,50.98039215686274,,,,,
Alpha Particles,Q38015421,Alpha particles as radiopharmaceuticals in the treatment of bone metastases: mechanism of action of radium-223 chloride (Alpharadin) and radiation protection,16.279069767441857,,,,,
Alpha Particles,Q35258065,Alpha Particles Induce Apoptosis through the Sphingomyelin Pathway,37.03703703703704,,,,,
Amino Acid Substitution,Q30693176,amino acid replacement,73.91304347826086,,,Q149299,mutagenesis,https://en.wikipedia.org/wiki/Amino_acid_replacement
Amino Acid Substitution,Q24563220,Amino acid substitution matrices from protein blocks,53.333333333333336,,,,,
Amino Acid Substitution,Q33689421,Amino acid substitutions in the cytochrome P-450 lanosterol 14alpha-demethylase (CYP51A1) from azole-resistant Candida albicans clinical isolates contribute to resistance to azole antifungal agents,19.090909090909093,,,,,
Amino Acid Substitution,Q33591465,Amino acid substitution matrices from an information theoretic perspective,43.29896907216495,,,,,
Amino Acid Substitution,Q38289206,Amino acid substitutions in the structured domains of histones H3 and H4 partially relieve the requirement of the yeast SWI/SNF complex for transcription,23.863636363636363,,,,,
Anal Sacs,Q484645,anal gland,77.77777777777779,Q9647,gland,Q66502806,organ component gland,https://en.wikipedia.org/wiki/Anal_gland
Anal Sacs,Q484651,anal sacs,77.77777777777779,,,Q25570959; Q484645,anal gland; animal structure,
Anal Sacs,Q72907405,Anal sacs of the cat (Felis domesticus),33.333333333333336,,,,,
Roux-en-Y Anastomosis,Q3935150,Roux-en-Y anastomosis,47.61904761904761,Q55215846,surgical procedure type,Q3615100; Q844669,gastroenterostomy; surgical anastomosis,https://en.wikipedia.org/wiki/Roux-en-Y_anastomosis
Roux-en-Y Anastomosis,Q68889632,Roux-en-Y anastomosis in the treatment of chronic afferent loop syndrome,30.107526881720425,,,,,
Roux-en-Y Anastomosis,Q70245869,Roux-en-Y anastomosis in abdominal surgery,41.269841269841265,,,,,
Anecdotes as Topic,Q131463517,anecdotes,72.22222222222221,,,Q208217,literary studies,
Dyserythropoietic Congenital Anemia,Q53721050,Dyserythropoietic congenital anemia. Hematological and chromosomal study of a case,30.76923076923077,,,,,
Dyserythropoietic Congenital Anemia,Q67018838,Dyserythropoietic congenital anemia type II with intensive hepatic hemosiderosis in a 1-month-old infant,35.97122302158273,,,,,
Hemolytic Autoimmune Anemia,Q71251487,Hemolytic autoimmune anemia caused by (+)-cyanidanol-3 (Catergen),39.13043478260869,,,,,
Hemolytic Autoimmune Anemia,Q46109873,Hemolytic autoimmune anemia and perinatal HIV infection. A case report and brief review,38.59649122807017,,,,,
Hemolytic Congenital Nonspherocytic Anemia,Q54508383,Hemolytic congenital nonspherocytic anemia secondary to an erythrocyte glucose-6-phosphate dehydrogenase deficiency. Description of 2 new variants: Gd (-) Saint-Louis (Paris) and Gd (-) Hayem,30.04291845493562,,,,,
Sickle Cell Anemia,Q185034,sickle-cell disease,50.0,Q112193867; Q929833,class of disease; rare disease,Q10267817; Q12136; Q1642147; Q18557170; Q5160435,autosomal recessive disease; blood protein disease; congenital hemolytic anemia; disease; hemoglobinopathy,https://en.wikipedia.org/wiki/Sickle_cell_disease
Sickle Cell Anemia,Q7916864,vaso-occlusive crisis,37.28813559322034,,,Q185034,sickle-cell disease,https://en.wikipedia.org/wiki/Vaso-occlusive_crisis
Sickle Cell Anemia,Q67524128,SICKLE CELL ANEMIA (NAID 105829),19.999999999999996,Q18593264,item of collection or exhibition,,,
Sickle Cell Anemia,Q34307952,Sickle cell anemia,50.0,,,,,
Sickle Cell Anemia,Q56804533,SICKLE CELL ANEMIA,27.77777777777778,,,,,
Ascending Aorta Aneurysm,Q45803087,Ascending aorta aneurysm and blood group A among Iranian patients,38.20224719101124,,,,,
Ascending Aorta Aneurysm,Q45106565,Ascending aorta aneurysm in isolated right aortic arch,48.71794871794872,,,,,
Ascending Aorta Aneurysm,Q53508933,Ascending aorta aneurysm and type A dissection in association with aortic coarctation,36.69724770642202,,,,,
Ascending Aorta Aneurysm,Q129205208,Ascending Aorta Aneurysm: What is the Risk of Replacing the Aortic Root?,50.0,,,,,
Ascending Aorta Aneurysm,Q53800591,Ascending aorta aneurysm in an asymptomatic child with cystic medial necrosis and familiar history of aortic disease.,29.78723404255319,,,,,
Balloon Coronary Angioplasty,Q74325154,Balloon coronary angioplasty and long-term survival of non-diabetic patients with isolated severe left anterior descending coronary artery disease,26.436781609195403,,,,,
Balloon Coronary Angioplasty,Q40484466,Balloon coronary angioplasty in patients with acute myocardial infarction.,39.21568627450981,,,,,
Annual Reports as Topic,Q131504021,annual report,73.91304347826086,,,Q103890016,organization's financials,
Annulus Fibrosus,Q4769759,annulus fibrosus disci intervertebralis,50.90909090909091,Q112826905,class of anatomical entity,Q62122079,organ component,
Annulus Fibrosus,Q111729588,annulus fibrosus cell,75.67567567567568,Q189118,cell type,Q111729587,intervertebral disc cell,
Annulus Fibrosus,Q38476389,Annulus fibrosus cells interact with neuron-like cells to modulate production of growth factors and cytokines in symptomatic disc degeneration.,18.867924528301884,,,,,
Annulus Fibrosus,Q30413145,Annulus Fibrosus Cell Characteristics Are a Potential Source of Intervertebral Disc Pathogenesis,28.57142857142857,,,,,
Annulus Fibrosus,Q42170372,Annulus fibrosus tissue engineering using lamellar silk scaffolds,37.03703703703704,,,,,
Anterior Chamber,Q5911033,anterior chamber of the eye,65.11627906976744,Q112826905,class of anatomical entity,Q66554720,chamber of eyeball,https://en.wikipedia.org/wiki/Anterior_chamber_of_eyeball
Anterior Chamber,Q2849630,iridocorneal angle,73.6842105263158,Q112826905,class of anatomical entity,Q66554765,anatomical line of eyeball,https://en.wikipedia.org/wiki/Anterior_chamber_angle
Anterior Chamber,Q27164456,Axenfeld-Rieger syndrome type 3,56.00000000000001,Q112193867; Q929833,class of disease; rare disease,Q474994,Axenfeld-Rieger syndrome,
Anterior Chamber,Q111592146,Anterior chamber paracentesis,66.66666666666667,Q5567291,glaucoma surgery,,,https://en.wikipedia.org/wiki/Anterior_chamber_paracentesis
Anterior Chamber,Q2169331,anterior chamber angle,73.6842105263158,,,Q66501938,anatomical junction,
Anterior Horn Cells,Q53504075,Anterior horn cells with abnormal TDP-43 immunoreactivities show fragmentation of the Golgi apparatus in ALS.,26.5625,,,,,
Anterior Horn Cells,Q73628295,Anterior horn cells are also involved in Japanese encephalitis,41.9753086419753,,,,,
Anterior Horn Cells,Q71889337,Anterior horn cells might be subclinically affected in juvenile myoclonic epilepsy (JME),31.775700934579444,,,,,
Antigenic Drift and Shift,Q112062735,antigenic drift and shift,72.0,,,Q4774739; Q486420,antigenic variation; genetic drift,
Aphorisms and Proverbs,Q58898595,aphorisms and proverbs,72.72727272727273,,,Q3026787,saying,
Apocrine Glands,Q38723991,Apocrine glands in health and disorder,52.83018867924528,,,,,
Apocrine Glands,Q47670960,Apocrine glands in the eyelid of primates contribute to the ocular host defense,29.78723404255319,,,,,
Apocrine Glands,Q89591942,Apocrine glands are bystanders in hidradenitis suppurativa and their involvement is gender specific,24.561403508771928,,,,,
Apocrine Glands,Q55316966,APOCRINE GLANDS.,19.354838709677423,,,,,
Appointments and Schedules,Q70436826,appointments and schedules,76.92307692307692,,,,,
Area Under Curve,Q51598950,Area under curve of temporal estradiol measurements for prediction of the detrimental effect of estrogen exposure on implantation,19.310344827586214,,,,,
Area Under Curve,Q128131466,Area under Curve and First Order Derivative Spectrophotometric Method and Development and Validation of Adenosine in Bulk drug,21.126760563380287,,,,,
Area Under Curve,Q130067862,Area under Curve Spectrophotometric Estimation of Esomeprazole Magnesium Tri-Hydrate in Bulk Drug and Pharmaceutical Dosage Form,20.833333333333336,,,,,
Arm Injuries,Q68426773,Arm injuries caused by driving with the elbow out the window,30.555555555555557,,,,,
Arm Injuries,Q46376856,Arm injuries due to sport climbing,47.82608695652174,,,,,
Arm Injuries,Q71000339,Arm injuries in textile industry workers,42.307692307692314,,,,,
Cardiac Arrhythmias,Q66072295,Cardiac Arrhythmias and Dysfunction in the Pediatric Burn Patient,45.238095238095234,Q30612,clinical trial,,,
Cardiac Arrhythmias,Q92193641,Cardiac Arrhythmias In Patients With Coronavirus Disease (COVID-19),44.18604651162791,Q30612,clinical trial,,,
Cardiac Arrhythmias,Q64396310,Cardiac Arrhythmias in Dravet Syndrome,66.66666666666667,Q30612,clinical trial,,,
Cardiac Arrhythmias,Q66076378,Cardiac Arrhythmias in Patients Undergoing Kidney Cancer Surgery Depending on the Anaesthesia Method,31.932773109243694,Q30612,clinical trial,,,
Cardiac Arrhythmias,Q62110103,Cardiac Arrhythmias and the Perception of Symptoms,55.072463768115945,Q30612,clinical trial,,,
Assisted Living Facilities,Q123132360,Assisted Living Facilities for the Elderly,76.47058823529412,Q123130760,NAICS industry classification,,,
Assisted Living Facilities,Q81469208,Assisted living facilities: optimizing outcomes,65.75342465753424,,,,,
Assisted Living Facilities,Q81469206,Assisted living facilities: American Geriatrics Society position paper,50.0,,,,,
Assisted Living Facilities,Q38722129,Assisted Living Facilities: The Next Frontier for Consultant Pharmacists,53.06122448979591,,,,,
Assisted Living Facilities,Q30330517,Assisted living facilities as a site for NP practice.,60.75949367088608,,,,,
AT-Hook Motifs,Q32020011,AT-hook motifs identified in a wide variety of DNA-binding proteins,29.629629629629626,,,,,
Atlases as Topic,Q131467026,atlases,68.75,,,Q70328281,medical reference book,
Atrial Premature Complexes,Q80346189,Atrial premature complexes and heart rate have prognostic significance in 1-month atrial fibrillation recurrence after electrical cardioversion,28.402366863905325,,,,,
Atrial Premature Complexes,Q74441225,Atrial premature complexes with and without aberrant ventricular conduction,47.524752475247524,,,,,
Attitude of Health Personnel,Q60589811,attitude of health personnel,78.57142857142857,,,Q622645,attitude,
Attitude of Health Personnel,Q46575236,Attitude of health personnel to organ donation and transplantation,53.191489361702125,,,,,
Attitude of Health Personnel,Q70827442,Attitude of health personnel towards the patient in the polyclinic,53.191489361702125,,,,,
Autobiographies as Topic,Q131463645,autobiographies,79.16666666666666,,,Q208217,literary studies,
Autonomic Pathways,Q66993781,Autonomic pathways responsible for bradycardia on facial immersion,40.476190476190474,,,,,
Autonomic Pathways,Q34582704,Autonomic pathways regulating pancreatic exocrine secretion,44.15584415584416,,,,,
Autonomic Pathways,Q72758496,Autonomic pathways involved in a sympathetic-like action of pilocarpine on salivary composition,30.08849557522124,,,,,
Autonomic Pathways,Q69447574,Autonomic pathways in the orbit of the human fetus and the rhesus monkey,37.77777777777778,,,,,
Autonomic Pathways,Q72989694,Autonomic pathways in the spinal cord,61.81818181818181,,,,,
Autonomous Vehicles,Q126392177,Autonomous vehicles featuring vehicle intention system,49.31506849315068,Q43305660,United States patent,,,
Autonomous Vehicles,Q131225662,Autonomous vehicles and methods of using same,56.25,Q43305660,United States patent,,,
Autonomous Vehicles,Q124653296,Autonomous vehicles and methods of zone driving,54.54545454545454,Q43305660,United States patent,,,
Autonomous Vehicles,Q123679439,Autonomous vehicles and method of rotating seats of autonomous vehicles,40.0,Q43305660,United States patent,,,
Autonomous Vehicles,Q126393227,Autonomous vehicles featuring machine-learned yield model,47.36842105263158,Q43305660,United States patent,,,
Autosomal Emery-Dreifuss Muscular Dystrophy,Q114753770,autosomal Emery-Dreifuss muscular dystrophy,60.46511627906976,,,Q1335642; Q3216770,Emery-Dreifuss muscular dystrophy; laminopathy,
Bacterial Infections and Mycoses,Q55286823,bacterial infection and mycosis,78.125,,,Q18123741,infectious disease,
Basal Ganglia Diseases,Q61932545,Basal ganglia diseases and geriatric psychiatry: a new approach,47.05882352941176,,,,,
Battered Women,Q1451763,women's shelter,63.1578947368421,,,Q3664788; Q98310727,anti violence center; crisis center,https://en.wikipedia.org/wiki/Women%27s_shelter
Battered Women,Q109662392,domestic violence shelter,63.1578947368421,,,Q1722438,emergency shelter,
Battered Women,Q121484966,Battered Women's Alternatives,65.11627906976744,,,,,
Battered Women,Q39435138,Battered women: injury locations and types,46.42857142857143,,,,,
Battered Women,Q46210922,Battered women's coping strategies and psychological distress: differences by immigration status,23.636363636363633,,,,,
Beginning of Human Life,Q74604502,Beginning of human life. The need for a philosophical reflection,48.275862068965516,,,,,
Behavior and Behavior Mechanisms,Q69887007,behavior and behavior mechanisms,78.125,,,Q9418,psychology,
Bibliographies as Topic,Q4086340,bibliography,78.26086956521739,Q11862829; Q4671286,academic discipline; academic major,Q134995,bibliography,
Bicuspid Aortic Valve Disease,Q37767783,Bicuspid aortic valve disease,68.96551724137932,,,,,
Bicuspid Aortic Valve Disease,Q37373207,Bicuspid aortic valve disease,68.96551724137932,,,,,
Bicuspid Aortic Valve Disease,Q36415065,Bicuspid aortic valve disease and ascending aortic aneurysms: gaps in knowledge.,40.36697247706422,,,,,
Bicuspid Aortic Valve Disease,Q36107221,Bicuspid aortic valve disease: recent insights in pathophysiology and treatment,37.03703703703704,,,,,
Bicuspid Aortic Valve Disease,Q34900192,Bicuspid aortic valve disease: the role of oxidative stress in Lrp5 bone formation,36.03603603603604,,,,,
Bile Duct Diseases,Q71094627,Bile duct diseases and chronic pancreatitis,52.459016393442624,,,,,
Bile Duct Diseases,Q68833822,"Bile duct diseases and the liver. Epidemiology, pathogenesis, clinical aspects and prognosis of secondary cholangiogenic liver damage",21.19205298013245,,,,,
Bile Duct Diseases,Q64894590,Bile duct diseases after gastrectomy,59.25925925925925,,,,,
Bile Duct Diseases,Q50159096,BILE DUCT DISEASES FOLLOWING GASTRIC RESECTION,15.625,,,,,
Biographies as Topic,Q131463574,biographies,75.0,,,Q208217,literary studies,
Biological Warfare Agents,Q30226448,Biological warfare agents,68.0,,,,,
